id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-MON-003,Monetization v1,"Implement the purchase to entitlement grant chain",livecore-platform,"A successfully verified, buyer-linked purchase grants the buyer the corresponding SubjectEntitlement (the documented SKU -> entitlement mapping); the grant is idempotent and reflected in the effective-entitlements read.","Integration: a verified purchase grants exactly the mapped entitlement to the buyer; a duplicate webhook/retry does not double-grant; an unverified/failed purchase grants nothing (fail-closed).","TIER 1 CRITICAL for monetization. The grant chain is deferred today: ApplePurchaseEndpoints (and Google) only RecordVerifiedPurchaseAsync; no SubjectEntitlement is assigned. Wire the existing verify-and-record pipeline to the entitlement assignment primitive (SubjectEntitlement / the assignment service already in Entitlements) using the product->entitlement mapping; make the grant idempotent on (purchase, entitlement). Depends on CORE-MON-002 (buyer linkage); do the record+grant in one transaction (CORE-CONC-002). Reuse SubjectEntitlementResolver and the assignment service; do not duplicate. Update csv/entitlement_event_catalog.csv (EntitlementGranted now real). Fail-closed."
CORE-MON-004,Monetization v1,"Make the purchase status machine monotonic (refunds revoke and stay revoked)",livecore-platform,"A refunded/cancelled/charged-back purchase revokes the granted entitlement and CANNOT be reactivated by a later renewal/notification; a revoked state is terminal (absorbing).","A Refunded purchase followed by a later-OccurredAt Renewed notification stays Refunded and the entitlement stays revoked; reconciliation cannot resurrect it.","TIER 1 CRITICAL for monetization (revenue/security). PurchaseTransaction.ChangeStatus allows ANY transition (PurchaseTransaction.cs ~166-181, only short-circuits when newStatus==Status); StoreNotificationService maps Renewed->Active and applies unconditionally (~100-108), and reconciliation drives the purchase to the AppliedStatus of the latest-OccurredAt notification (~188-190, ReconcilablePurchaseReader.cs ~99-118). A legitimate DID_RENEW with a later event time than a refund flips Refunded->Active = free premium once granting is live (violates docs/21 refund-revocation). Add an explicit state machine making Refunded/Cancelled/Chargeback absorbing; on entering a revoked state revoke the granted entitlement (ties to CORE-MON-003). Also validate StoreNotification.OccurredAt (reject default/absurd-future, StoreNotification.cs ~87-113). Reuse the existing services."
CORE-MON-005,Monetization v1,"Enforce session.participant.max server-side",livecore-platform,"A participant join is rejected when the session is at its plan participant limit (the documented free-tier gate); enforcement is server-side not UI-only; concurrent joins cannot exceed the limit.","Join at the limit is rejected (quota-exceeded); concurrent joins at limit-1 admit exactly the remaining slots; a paid plan allows more.","TIER 1 HIGH for monetization. Only WorkspaceActiveMax and SessionActiveMax are enforced keys (QuotaEntitlementKeys.cs ~24,33); the participant-join path (SessionParticipantJoinService.JoinAsync) performs NO quota check, so the headline free-tier participant cap is UI-only and trivially bypassed - the exact failure docs/21 says Core exists to prevent. Add a session.participant.max quota key and enforce it in the join flow via QuotaEnforcementService (atomic per CORE-CONC-004). The JoinAsync service already exists (it just has no production caller yet - CORE-PRS-001 wires that), so the check and its test can be added here against the service. Reuse the entitlements quota services. Update csv/mobile_entitlement_catalog.csv / docs/21 if the key name is new. Fail-closed."
CORE-MON-006,Monetization v1,"Enforce asset.storage.bytes.max on upload",livecore-platform,"An asset upload is rejected when the workspace/subject would exceed its plan storage quota; enforcement is server-side at upload-intent; freeing assets restores headroom.","Upload over quota rejected; under quota succeeds; deleting an asset restores available bytes.","TIER 2 HIGH for monetization. No storage key exists in QuotaEntitlementKeys and AssetUploadIntentService / AssetEndpoints.CreateUploadIntentAsync does no quota check, so free users have unbounded storage. Add asset.storage.bytes.max, track consumed bytes per workspace/subject, and enforce at upload-intent (consume) and asset deletion (release), atomically (CORE-CONC-004). Reuse the Assets + Entitlements modules. Update docs/21 / the entitlement catalog. Fail-closed; 503 if storage unconfigured."
CORE-MON-007,Monetization v1,"Release workspace.active.max quota on archive",livecore-platform,"Archiving a workspace releases its workspace.active.max consumption so the count tracks actual active workspaces; a free user who archives can create again; create still consumes; release is idempotent.","Create then archive then create succeeds at limit 1; quota_usage returns to 0 after archive; double-archive does not double-release.","TIER 2 HIGH for monetization (correctness/UX, lost revenue + support load). WorkspaceEndpoints.cs ~255-262 records consumption on create but ArchiveWorkspaceAsync (~430-510) performs NO QuotaEnforcement.ReleaseAsync, unlike the symmetric session start/end (SessionEndpoints.cs ~612-617); the active-list query excludes archived workspaces (WorkspaceRepository.cs ~104-106) so quota_usage drifts permanently up and a free user (limit 1) is locked out forever after create->archive. Add a ReleaseAsync on archive mirroring session end; make it idempotent. Reuse the quota services."
CORE-MON-008,Monetization v1,"Receipt verification adapter contract: fail-closed, sandbox/prod separation, replay protection",livecore-platform,"Apple/Google receipt verification is delegated to a deployment-supplied adapter behind a fail-closed port that distinguishes sandbox vs production and rejects replayed receipts; Core never trusts client-asserted purchase state and ships no provider keys.","Unconfigured adapter -> fail-closed (503/422, no grant); a replayed receipt is rejected/idempotent; a sandbox receipt is not honored in production.","TIER 2 HIGH for monetization (security). The verify gate already delegates to deployment adapters and fails closed (good). As part of enabling v1 billing, make the adapter contract explicit for sandbox/prod separation and receipt-replay protection, and add the negative tests Core can own (a forged-sentinel rejection exists; add replay + sandbox/prod). The cryptographic verification itself is adapter-supplied (out of Core per T7/docs/13) - Core guarantees fail-closed without it. Reuse the existing verifier ports; document the adapter requirements in docs/13. Do NOT embed provider SDKs/keys in Core."
CORE-MON-009,Monetization v1,"Implement the mobile /v1 entitlements and purchase route shape",livecore-platform,"A buyer can read their effective entitlements over the documented mobile path; the mobile-facing /v1/... path shape resolves to the implemented /api/v1 endpoints (gateway/rewrite implemented or documented as the contract); authorized and tenant-scoped.","Authenticated read returns the caller's effective entitlements; anonymous 401; the documented mobile path reaches the endpoint (no 404).","TIER 2 MEDIUM for monetization. csv/mobile_store_api_routes.csv documents /v1/me/entitlements and /v1/purchases/apple/transactions but endpoints are mounted at /api/v1 (MeEntitlementsEndpoints.cs ~58, ApplePurchaseEndpoints.cs ~64) with no in-repo rewrite, so a mobile client following the CSV literally 404s. Either implement the /v1 path shape (gateway/route prefix) or reconcile the CSV + document the rewrite as the contract. Reuse SubjectEntitlementResolver / EffectiveEntitlement. NOTE CORE-API-007 may already cover /api/v1/me/entitlements - check git history and extend rather than duplicate."
CORE-MON-010,Monetization v1,"Make store-notification handling atomic (status change and dedup ledger in one transaction)",livecore-platform,"Applying a store notification (purchase status change) and writing its dedup ledger row happen in one transaction so a crash cannot leave a status applied without its first-arrival record and a re-delivery cannot double-append the purchase_events audit trail.","Inject a failure between status change and ledger write -> neither persists; replay of the same notificationUUID is a no-op; out-of-order delivery converges correctly.","TIER 2 MEDIUM for monetization. HandleAsync commits ChangeStatusAsync (its own SaveChanges via PurchaseTransactionRepository.UpdateAsync) and only THEN inserts the store_notification_events dedup row (StoreNotificationService.cs ~101-123) in separate transactions; a crash between leaves the status changed but the notification unrecorded -> re-delivery re-applies and can duplicate the purchase_events entry. Wrap apply+ledger in one transaction (uses CORE-CONC-002). Reuse StoreNotificationService. Also document the scale follow-up: ReconcilablePurchaseReader computes latest-per-purchase in memory (~83-109) - fine for the off-by-default low-volume job."
CORE-RCP-001,Recap Correctness,"Prevent duplicate recaps under concurrent workers",livecore-platform,"At most one system recap exists per session regardless of how many worker replicas or overlapping sweeps run; a second concurrent sweep produces no duplicate.","Two concurrent recap sweeps over the same eligible session produce exactly one recap; a sequential re-sweep is a no-op.","TIER 2 HIGH (multi-worker correctness). Eligibility is a NOT EXISTS read (RecapEligibleSessionReader.cs ~44-56) fully decoupled from the bare Add+SaveChanges (RecapRepository.cs ~22-28); the only recaps indexes are non-unique (RecapConfiguration.cs ~106-116) and each GenerateBySystem mints a fresh UUIDv7 PK so both inserts succeed; the worker hosted service has no single-instance guard (WorkerHostFactory.cs ~98-100). Add a unique (partial) index on recaps(session_id) for system recaps + insert-on-conflict handling, and/or claim sessions with a lease/SELECT ... FOR UPDATE SKIP LOCKED. Update docs/10, csv/database_tables.csv. Reuse the Recap aggregate."
CORE-RCP-002,Recap Correctness,"Generate recaps from the session event stream",livecore-platform,"A generated recap reflects what actually happened in the session (derived from session_events) not just the start/end timestamps; empty/partial streams are handled safely and deterministically.","A session with reveals/scene activations produces a recap summarizing those events; a zero-event session produces a safe empty recap; non-UTC/edge timestamps handled.","TIER 3 MEDIUM (the stated recaps-from-the-event-stream goal is not implemented). ComposeSummary consumes only session.StartedAt/EndedAt (RecapGenerationService.cs ~152-167) and RecapEligibleSession carries only the two timestamps (RecapEligibleSession.cs ~24-29); no file under apps/api/Recaps reads session_events, so recaps are content-free boilerplate. Read the session event stream (visibility-safe projection) to compose the recap, keeping it deterministic. If Core deliberately leaves rich recap content to a vertical, instead make that explicit in docs and downgrade the scope - decide and document. Reuse SessionEventRepository + RecapProjection (which already fails closed, RecapProjection.cs ~147-166). Pairs with CORE-TST-005."
CORE-PRS-001,Presence,"Implement the participant join/leave flow that emits ParticipantJoined/Left",livecore-platform,"A participant joining or leaving a session actually triggers ParticipantJoined/ParticipantLeft emission to authorized recipients (presence works end-to-end); payloads are identifier-only (no PII).","Integration: join then leave persist one event each, are delivered to hosts/observers, contain no display names/PII; foreign-tenant/unauthorized denied.","TIER 2 HIGH (presence does not work at go-live; 2 of 8 live events are dead code). SessionParticipantJoinService.JoinAsync and SessionParticipantLeaveService.LeaveAsync are DI-registered (Program.cs ~543,552) but have NO production caller (grep of .JoinAsync(/.LeaveAsync( finds only DI + tests), SessionHub exposes no client-callable methods (SessionHub.cs ~31-33), and there is no HTTP join/leave route in csv/api_routes.csv. Wire a real entry point: an HTTP join/leave route or hub OnConnected/OnDisconnected (re-using the admission/leave services) so the documented ParticipantJoined/ParticipantLeft (event catalog) actually fire. NOTE CORE-EVT-002 added the emission but left it unreachable - this story adds the missing caller. The session.participant.max quota enforced in CORE-MON-005 now applies on this real path. Keep payloads PII-free (T7). Update csv/api_routes.csv if a route is added."
CORE-SEC-001,Security Hardening,"Add rate limiting (anonymous webhooks and global)",livecore-platform,"The application enforces rate limits: a strict per-IP limit on the anonymous store-notification webhooks and a per-principal global limiter on authenticated endpoints; excess requests get 429; limits are configurable.","Integration: the anonymous webhook returns 429 past the threshold; an authenticated principal is throttled past its limit; normal traffic unaffected.","TIER 1 HIGH (independently flagged by 3 audit dimensions). No rate limiting anywhere - grep for RateLimit/AddRateLimiter/UseRateLimiter returns zero (Program.cs pipeline ~886-1239). The two AllowAnonymous webhooks POST /api/v1/store-notifications/{apple,google/rtdn} (StoreNotificationEndpoints.cs ~51-59) do DB work and run an external parser per call - a clear abuse/DoS and ledger-amplification surface; also invite-token / organizationSlug enumeration. Add ASP.NET Core rate limiting (UseRateLimiter): per-IP fixed/sliding window on the webhooks (plus a hard body-size cap beyond MaxRawPayloadLength), per-principal global limiter elsewhere. Configurable. No new heavy dependency (built-in)."
CORE-SEC-002,Security Hardening,"Implement the view-audit-log read endpoint",livecore-platform,"An Owner/Admin/Auditor can read their tenant's audit log over HTTP (the capability the authorization matrix grants); results are tenant-scoped and paged; unauthorized roles and foreign tenants are denied.","Integration: Auditor reads the audit log; a non-privileged role 403; foreign-tenant 404/empty; a PII/secret-free projection.","TIER 2 HIGH. docs/06 + csv/authorization_matrix.csv grant Owner/Admin/Auditor view-audit-log and AuditQueryPolicy + AuditLogEntryView exist and are unit-tested, but csv/api_routes.csv defines NO audit route and none is mapped - the audit log is write-only and the Auditor role cannot fulfill its sole purpose. Add GET /api/v1/audit-logs (tenant-scoped, paged) on top of the existing AuditQueryPolicy. Reuse the policy + view; do not expose other tenants; keep the projection PII/secret-free (T7). Update csv/api_routes.csv, docs/08."
CORE-SEC-003,Security Hardening,"Make the audit log tamper-evident",livecore-platform,"Audit log entries are tamper-evident (a per-tenant hash chain linking each entry to the previous) and/or the DB role denies UPDATE/DELETE on audit_logs so silent alteration of history is detectable/prevented.","Tampering with a persisted entry breaks chain verification; the verifier passes on an untampered chain.","TIER 3 MEDIUM (hardening). AuditLogRepository exposes only AppendAsync + read and AuditLogEntry is immutable (good app-level append-only), but there is no hash chain / sequence signing / DB write-once, so a DB-level actor or a future regression could alter/delete rows undetected. Add a prev-hash column forming a per-tenant chain plus a verification routine, and/or document a deployment step to REVOKE UPDATE/DELETE on audit_logs. Reuse the existing append path; do not change the read contract."
CORE-DR-001,Operational Resilience and DR,"Encrypt backups at rest",livecore-platform,"The backup tooling encrypts the Postgres dump and mirrored assets at rest (or refuses to run without an encryption sink); the most sensitive data (audit, purchase ledger, tenant data) never lands as plaintext by default.","The backup script produces an encrypted artifact (or fails closed when no key/recipient is configured); restore decrypts and round-trips.","TIER 2 HIGH. docs/13 ~667 mandates Encrypt backups at rest and in transit but backup-livecore.ps1 ~134 writes a plaintext pg_dump custom-format file and plaintext mirrored assets with no encrypt step (grep encrypt/gpg/age in scripts finds none); the dump holds the audit trail, purchase ledger and all tenant data. Add an encryption sink (age/gpg or storage SSE) to backup-livecore.ps1 / LiveCoreBackup.psm1 and the matching decrypt to restore-livecore.ps1; fail-closed when unconfigured. Reuse the existing scripts. Update docs/13."
CORE-DR-002,Operational Resilience and DR,"Test the real backup/restore path in CI against live Postgres",livecore-platform,"CI exercises the ACTUAL backup-livecore.ps1 / restore-livecore.ps1 (real pg_dump/pg_restore/psql) against a real Postgres, asserting a full backup -> restore -> integrity round-trip, not just a fixture.","A CI job backs up a seeded Postgres, restores into a fresh database, and the to_jsonb integrity/row-count checks pass.","TIER 2 HIGH. The CI backup-restore-drill job runs only test-backup-restore-drill.ps1 which needs no database or object store (in-memory fixture, scripts/test-backup-restore-drill.ps1 ~11,20); the real scripts that invoke pg_dump/pg_restore/psql and the to_jsonb checksum (backup-livecore.ps1 ~150, restore-livecore.ps1 ~153) are never run in CI, so a broken argument would ship green and RTO/RPO claims rest on an untested path. Add a CI job using the Postgres service the migrations/integration-postgres jobs already spin up to run the real backup+restore round-trip. Update .github/workflows/ci.yml."
CORE-DR-003,Operational Resilience and DR,"Expose worker job-failure metrics and per-job health",livecore-platform,"The worker exposes its metrics (the livecore_job_failures_total counters already recorded) via a scrape/OTLP endpoint, and liveness distinguishes the four job loops so one hung loop is detectable.","The worker metrics endpoint responds and reflects a forced job failure; a stalled single loop is detectable via per-job heartbeat.","TIER 2 HIGH (monitoring blind spot on the host doing irreversible work). All four worker loops call RecordBackgroundJobFailure (AssetCleanupBackgroundService.cs ~123, RecapGenerationBackgroundService.cs ~118, StoreNotificationReconciliationBackgroundService.cs ~126, export processing) but WorkerHostFactory.cs ~56-61 registers metrics with no scrape/OTLP endpoint, and one shared heartbeat file (~89-90) means one healthy loop masks three hung ones. Add a metrics surface (OTLP export or a lightweight scrape port) and per-loop heartbeat/health. Reuse the existing meter; mirror the API observability wiring. Update docs/15 (and CORE-OPS-005 heartbeat doc, which omits the export + store-reconciliation loops)."
CORE-DR-004,Operational Resilience and DR,"Document the migration rollback and expand-contract story",livecore-platform,"There is a documented backward path for a bad deploy (roll-forward-only + restore-from-backup, or a tested down path) and expand/contract guidance so destructive Down() migrations are not run blindly; the runbook states the chosen policy.","Doc-driven; optionally a CI lint/test that a Down() dropping a column is flagged for review.","TIER 3 MEDIUM. The Migrations.Dockerfile only applies forward (efbundle entrypoint, ~76) and every Down() is destructive (e.g. AddWorkspaceStatus drops the status column ~38-43; ~32 migrations have DropColumn in Down) with no rollback procedure or zero-downtime guidance in docs/13. Document the policy (recommended: roll-forward-only + restore-from-backup, with expand/contract for schema changes) so operators do not discover it during an incident. Docs-only (plus optional CI lint of destructive Downs)."
CORE-DEP-001,Deployment and Supply Chain,"Ship in-repo deployment manifests",livecore-platform,"The repo contains a runnable docker-compose (and/or Helm chart) wiring API + worker + Postgres with the migrate-before-API gate and the documented health/readiness/liveness probes, so an operator can deploy from this repo alone.","A CI smoke that the compose/Helm renders/starts and the migrate gate blocks API start until migrations complete.","TIER 2 MEDIUM. No docker-compose/Helm exists in-repo; README defers all orchestration to a separate livecore-deploy repo, so self-hostable from the beginning (docs/13) is only half true and the two easiest-to-get-wrong pieces (migrate-before-api ordering via depends_on: service_completed_successfully, and the heartbeat liveness probe) exist only as prose. Add a minimal, tested compose (and optionally a Helm chart) using the existing API/worker/migrations images. Reuse the documented env contract. Update docs/13. Also reconcile .env.example which omits Store:Reconciliation:Enabled, Assets:Cleanup:* and Tracing:Otlp sampling keys the code reads."
CORE-DEP-002,Deployment and Supply Chain,"Graceful shutdown/drain and SignalR sticky-session posture",livecore-platform,"Both hosts drain in-flight HTTP/SignalR connections on shutdown within a tuned window; the docs state the multi-instance SignalR sticky-session/affinity requirement for the negotiate/transport handshake.","A rolling restart does not abruptly cut an in-flight request; the docs state the sticky-session requirement.","TIER 3 MEDIUM. Grep for ShutdownTimeout/HostOptions returns nothing - both hosts use framework defaults; worker loops honor cancellation (good) but there is no tuned drain window and nothing documents that a multi-instance SignalR deployment needs sticky sessions/ARR affinity (only the Redis backplane is documented, CORE-OPS-007) - non-WebSocket fallback breaks negotiation without affinity. Tune HostOptions.ShutdownTimeout and document the sticky-session requirement in docs/13. Small code + docs."
