id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-PRIV-003,Privacy and Data Lifecycle,Add configurable data-retention sweeps,livecore-platform,"A configurable retention policy expires and purges terminal/old personal-data-bearing records - completed/expired sessions and their session events, generated recaps, completed export artifacts (DB row + the S3 object), and closed/expired/revoked invitations (plaintext email) - via worker sweeps; retention windows are configurable with safe defaults and disabled-by-default where deletion would be surprising; purges are audited by id.","Integration: a record past its retention window is purged by the sweep (including the export S3 object); a within-window record is retained; disabling a window stops purging; the sweep is idempotent and concurrency-safe.","TIER 2 HIGH (privacy/GDPR Art.5(1)(e) + cost - the worker runs only asset-cleanup (pending intents only), recap-gen, export-processing, store-reconciliation; ExportProcessingOptions.cs ~24 and RecapGenerationOptions.cs ~23 explicitly say there is no retention window; SessionEvent/Session/Participant/Recap/completed ExportJob have no ExpiresAt; revoked/accepted invitations are never purged; docs/10 has no retention content; completed exports are never deleted from object storage). Reuse the worker loop + the asset-cleanup pattern + the S3 delete path. Pairs with CORE-RES-002/003 (sweep robustness) and CORE-EXP-001. Update docs/10, docs/13, the privacy doc."
CORE-PRIV-004,Privacy and Data Lifecycle,Add a data-subject access and portability export,livecore-platform,"An authorized data subject (or an admin on their behalf) can obtain a machine-readable export of their personal data held by Core (profile, memberships, participant records, invitations) for GDPR Art.15/20 access/portability; this is distinct from the session Exports feature; tenant-scoped, authorized, audited, and PII delivered only to the entitled subject.","Integration: a subject retrieves their own personal-data export; another user cannot retrieve it (403); the export contains the documented personal-data set and nothing belonging to other subjects.","TIER 3 MEDIUM (privacy/GDPR Art.15/20 - the only self-service route is MeEndpoints GET / (current principal); no endpoint assembles a subject personal data for access/portability). Reuse the user-profile/membership/participant/invitation repositories. Update csv/api_routes.csv, docs/08, the privacy doc. Pairs with CORE-PRIV-001."
CORE-PRIV-005,Privacy and Data Lifecycle,Add privacy and data-protection documentation,livecore-platform,"A privacy/data-protection doc records the PII inventory / data map (what personal data Core stores and where), the controller-vs-processor split for self-hosters, the data-residency configuration (storage and DB region), the default retention windows (CORE-PRIV-003), at-rest encryption expectations, and an explicit consent/legal-basis recording decision - so a self-hoster can assess and configure their compliance posture; doc/csv consistency stays green.","Doc/CSV consistency stays green (CORE-SPEC-001 checks); no Core source change.","TIER 3 MEDIUM (privacy hygiene; docs only - a repo-wide grep for gdpr/privacy/data-subject/residency yields only false positives; Assets__Storage__Region exists (.env.example ~88) but is undocumented as a residency control; DB region is unaddressed; no PII data map exists; the only crypto is SHA-256 hashing of invitation tokens (WorkspaceInvitationToken.cs ~99) - email/display name are plaintext and at-rest encryption is wholly the operator responsibility, undocumented). Mirror the docs/24 decision-register style. Record the consent/legal-basis and field-encryption decisions explicitly (build vs document-as-operator-responsibility). Pairs with CORE-PRIV-001..004."
CORE-PRIV-006,Privacy and Data Lifecycle,Bound the idempotency-key store with a retention sweep,livecore-platform,"A configurable worker sweep deletes idempotency_keys rows older than a safe-default window (well beyond any plausible client retry horizon); the sweep is idempotent and concurrency-safe; disabling the window stops purging; deletion is by age only and logged by count, never by key value.","Integration: a key past the window is purged and one within it retained; the sweep is a no-op when disabled; concurrent sweeps do not double-delete or error; existing idempotency-replay tests stay green.","TIER 2 MEDIUM (privacy/cost - idempotency_keys rows are inserted on every idempotent create/reveal/purchase replay and are never purged (SystemModule/IdempotencyKeyStore.cs ~43-65 is insert-only; IdempotencyKeyConfiguration.cs has no TTL/expiry column), so the table grows unbounded over a deployment lifetime; the CORE-PRIV-003 retention sweep enumerates session events, recaps, exports and invitations but omits idempotency_keys. Reuse the PRIV-003 worker-sweep and the RES-002/003 lease/dead-letter robustness. Depends on CORE-PRIV-003; pairs with CORE-RES-002/003. Update docs/10, docs/13, the privacy doc (CORE-PRIV-005)."
CORE-RES-001,Reliability and Fault Tolerance,Add a global Problem Details exception handler and make realtime delivery best-effort,livecore-platform,"Every unhandled exception is translated to an RFC 7807 Problem Details response (using the CORE-DX-001 code catalog) instead of a bare framework 500, with no content/PII leak (T7); realtime event delivery is genuinely best-effort - a backplane (Redis/Valkey) send failure is recorded and swallowed so a committed reveal/hide/session/participant operation still returns success instead of 500 during a backplane outage.","Integration: an induced unhandled error returns a Problem Details body (not a raw 500); with the backplane unavailable a reveal/hide/start/end and participant join/leave still succeed (state committed, delivery counted-and-dropped); the error response leaks no internal detail.","TIER 1 BLOCKER (resilience - apps/api/Program.cs ~1056-1117 registers the full pipeline but has NO UseExceptionHandler/AddProblemDetails (grep zero); the only translating middleware Persistence/ConcurrencyConflictMiddleware.cs ~50-68 catches only DbUpdateConcurrencyException and rethrows the rest. Compounding it Realtime/SessionEventPublisher.cs ~123-137 DeliverAsync rethrows on any backplane failure and callers await with no try/catch (RevealEndpoints.cs ~364, HideEndpoints.cs ~312, SessionEndpoints.cs ~397/785, join/leave services) - contradicting their own best-effort comments). Add the global handler (reuse the CORE-DX-001 helper) + swallow+count delivery failures. Update docs/02, docs/15."
CORE-RES-002,Reliability and Fault Tolerance,Add worker max-attempt and dead-letter handling,livecore-platform,"Each worker job carries an attempt counter and transitions to a terminal failed/dead-letter state after a configurable max attempts instead of being retried forever; a permanently-failing low-id item no longer blocks newer work in its batch; ExportJob.Fail() is actually invoked on terminal failure so a broken export surfaces as failed to its requester; dead-lettered items are observable.","Integration: a job that fails N times is dead-lettered and stops consuming a batch slot; newer jobs progress past a poison item; a structurally-broken export ends Failed (not Pending forever); the attempt counter increments and is bounded.","TIER 2 HIGH (resilience - no attempt counter/poison/dead-letter exists; every reader does Where().OrderBy(Id).Take(batch) (Exports/QueuedExportJobReader.cs ~47-50, Recaps/RecapEligibleSessionReader.cs ~47-48, Store/ReconcilablePurchaseReader.cs ~121-123) so a permanently-failing low-id item is reprocessed every sweep; ExportJob.Fail() exists (Exports/ExportJob.cs ~338-361) but the worker never calls it). Reuse the existing job state machines. Pairs with CORE-RES-003 and CORE-OBS-007 (dead-letter metric). Update docs/15."
CORE-RES-003,Reliability and Fault Tolerance,Add a worker job claim or lease for safe multi-replica processing,livecore-platform,"Worker job pickup atomically claims/leases each row (e.g. UPDATE ... WHERE status=pending ... SKIP LOCKED RETURNING, or a LockedUntil lease with reclaim) so multiple worker replicas do not redundantly process the same job; a crashed mid-job lease is reclaimable; correctness no longer relies solely on downstream unique constraints; the asset-cleanup row-delete is moved inside the per-item guard so a concurrent-delete race cannot abort the rest of the batch.","Integration: two concurrent workers process disjoint job sets (no double-processing); a lease expires and is reclaimed after a simulated crash; a concurrent-delete in asset cleanup does not abort the remaining batch.","TIER 2 HIGH (resilience/scale - grep for ClaimAsync/LeaseAsync/LockedUntil/SKIP LOCKED returns zero; every reader is an unguarded Where().OrderBy().Take(); export Start() is in-memory only committed with Complete() (Exports/ExportProcessingService.cs ~204-238) so two replicas both do the full work; the asset-cleanup row-delete is OUTSIDE the per-item try (Assets/ExpiredPendingAssetCleanupService.cs ~147)). The worker is documented horizontally scalable but is not lease-safe. Reuse the existing readers + Postgres SKIP LOCKED. Update docs/13, docs/15."
CORE-RES-004,Reliability and Fault Tolerance,Set database command timeouts and pool sizing,livecore-platform,"The Npgsql/EF configuration sets a bounded CommandTimeout and a server-side statement_timeout so a stuck query has a ceiling (and retry cannot amplify it unbounded), and the production connection guidance sets a tuned Max Pool Size; the values are configurable with safe defaults; the existing EnableRetryOnFailure execution strategy is preserved.","Integration/unit: a query exceeding the command timeout is aborted (not hung); the configured timeout/pool values are applied; existing retry-resilience tests stay green.","TIER 2 HIGH (resilience - Persistence/LiveCoreNpgsqlOptions.cs ~62-73 sets only EnableRetryOnFailure(6,30s) and NO CommandTimeout; no statement_timeout/MaxPoolSize/Pooling in the production connection string (deploy/compose/docker-compose.yml ~78/100/136, .env.example ~24-26); a pathological query runs to the Npgsql default and retry can reissue it up to 6 times, risking pool/thread stall). Set CommandTimeout + statement_timeout in LiveCoreNpgsqlOptions.Configure and document MaxPoolSize. Pairs with CORE-PERF-003. Update docs/13, .env.example."
CORE-RES-005,Reliability and Fault Tolerance,Bound outbound dependency calls for storage and OIDC,livecore-platform,"Outbound calls Core owns have explicit configurable timeouts so a hung dependency fails fast instead of holding a thread - the S3 client has a request Timeout and a bounded retry mode, and the OIDC JwtBearer backchannel has an explicit BackchannelTimeout (and a tuned configuration refresh); defaults are short and safe; storage/auth failures stay fail-closed and contained.","Integration/unit: a slow S3 op aborts at the configured timeout; the JwtBearer BackchannelTimeout is applied; an unreachable storage/OIDC dependency fails fast rather than stalling.","TIER 3 MEDIUM (resilience - Assets/AssetStorageServiceCollectionExtensions.cs ~84-92 builds AmazonS3Config with only ServiceURL/ForcePathStyle/AuthenticationRegion - no Timeout/MaxErrorRetry/RetryMode, so DeleteObjectAsync (S3CompatibleAssetStorage.cs ~56-71) can block up to the AWS SDK 100s default; IdentityAccess/OidcAuthenticationExtensions.cs ~123-154 sets Authority only - no BackchannelTimeout, so a slow OIDC provider can stall token validation, which with CORE-RES-001 surfaces as a 500). Note Apple/Google verification + notification parsing are deployment-supplied ports (Core makes no outbound HTTP there). Make timeouts configurable. Update docs/12, docs/13, .env.example."
CORE-OAS-001,Contract Generation and Typed Client Completeness,Emit and check in an OpenAPI document for the v1 API,livecore-platform,"The API produces an OpenAPI 3 document describing every registered /api/v1 route, request/response schema and the Problem Details error shape; the document is generated from the running route table (not hand-maintained), served at a documented endpoint in non-production and emitted as a build artifact; a CI check fails if the committed document does not match the registered routes.","A CI/spec test that the generated OpenAPI document covers exactly the routes the minimal API registers (mirrors spec-consistency check 6) and fails on drift; a build test that the document is valid OpenAPI 3.","TIER 1 HIGH (consumability/correctness - docs/02 ~72 claims contracts are OpenAPI-derived but apps/api/LiveCore.Api.csproj has NO OpenAPI package and there is no spec; the TS contracts are hand-written and can silently drift from the server). Add Microsoft.AspNetCore.OpenApi (or Swashbuckle) to apps/api; do NOT leak content in schemas (T7) and keep any explorer non-production only. Reuse the route registration + the spec-consistency route enumeration (LiveCoreSpecConsistency.psm1 check 6) to assert coverage. Must run AFTER the new endpoints + error-contract changes (epics 1-4) so the document is complete. Foundation for CORE-OAS-002. Update docs/02, docs/08, README. Justify the new dependency."
CORE-OAS-002,Contract Generation and Typed Client Completeness,Generate the TypeScript contracts from the OpenAPI document with a drift gate,livecore-platform,"The @livecore/contracts request/response/DTO types are generated from (or validated against) the CORE-OAS-001 OpenAPI document by a repeatable script; a CI gate fails if the committed contracts differ from what the current OpenAPI document produces, so the server and the published types cannot diverge; the generated surface keeps the existing VERSION/lockstep discipline.","A CI gate (run in the typescript job) that regenerates the contracts from the OpenAPI document and fails on any diff; the existing contracts type-tests and version-lockstep still pass.","TIER 1 HIGH (consumability - eliminates the hand-written contracts drift risk; packages/contracts/src is 833 lines hand-authored today). Use openapi-typescript (or equivalent) wired into the packages/contracts build; keep the public export surface stable (PACKAGE_NAME/VERSION). Reuse the docs/23 versioning rules - a generated breaking change is still a SemVer event in the changelog. Depends on CORE-OAS-001. Update docs/02 (the OpenAPI-derived claim becomes true), docs/23, README. Justify dependencies."
CORE-SDK-006,Contract Generation and Typed Client Completeness,Complete the typed SDK to cover every implemented v1 route,livecore-platform,"@livecore/sdk-ts exposes a typed client method for every route in csv/api_routes.csv, including the previously-missing me/identity, organizations, audit, templates, entities and entity-types resources and the missing lifecycle methods (participant join/leave, scene reorder/delete/get-by-id, content-block list/read, asset and link deletes, me/entitlements) plus the new phase-6 routes (recap/export read, erasure, tenant deletion, DSAR, session read-one), all typed in terms of @livecore/contracts and routed through the existing fail-closed transport.","Per-resource SDK tests for the new methods against a mocked transport asserting method/path/verb/typing; the version-lockstep and build tests stay green.","TIER 1 HIGH (consumability - the SDK covers only ~22 of ~49 routes (~45%) today; sdk-ts/src/client.ts plus 9 resource files - whole modules (me, organizations, audit, templates, entities) are absent and a vertical must hand-write fetch for the majority). Reuse the existing resource-client pattern + transport (sdk-ts/src/http.ts). Must run AFTER all route-adding stories (epics 1-4) so it covers them too. Pairs with CORE-SDK-007. Update the package and root CHANGELOG per docs/23."
CORE-RT-008,Contract Generation and Typed Client Completeness,Complete and drift-gate the TypeScript session-event contract,livecore-platform,"@livecore/contracts KnownSessionEventTypes equals the non-deferred csv/event_catalog.csv event set (the ten emitted names), each event type has a typed identifier-only payload contract matching the server payload, and a CI gate fails when the TypeScript event vocabulary or payloads diverge from csv/event_catalog.csv and apps/api/Realtime/SessionEventTypes.cs.","A contract/drift test that the TypeScript known-event set and payload types match the catalog and fail on a seeded extra/missing/renamed event; a type test that a consumer can discriminate a parsed payload by event type.","TIER 2 HIGH (consumability - packages/contracts/src/events.ts ~17 exports KnownSessionEventTypes = [""ContentRevealed""] (1 of 10) while apps/api/Realtime/SessionEventTypes.cs emits ten constants and csv/event_catalog.csv has ten non-deferred rows; packages/contracts/src/realtime.ts ~36 types payload as an opaque string, so a vertical switching on known event names handles 1 of 10 and must blind-parse every payload. Spec-consistency check 11 binds only the C# enum to the catalog, and CORE-OAS-002 generates route DTOs not hub event-type names/payloads, so neither catches this drift). Mirror the check-11 discipline for the TypeScript side. Depends on CORE-OAS-001/002. Update docs/09, docs/23."
