id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-PERF-009,Performance and Capacity Baselines,Establish a realtime hub load and capacity baseline,livecore-platform,"A documented, repeatable load/soak test exercises the SignalR realtime hub at a target concurrency (N simultaneous connections and reveal/event fan-out per API instance) and records a capacity baseline (sustained connections, reveal-delivery latency percentiles, error rate) per instance; the test runs against the multi-instance topology with the configured backplane; the HA/scaling guidance in docs/13 cites a measured number, not an assumption; a regression below the baseline is detectable.","A runnable load/soak harness (script or test project) drives the hub to the target concurrency and asserts the baseline thresholds (sustained connections, p95/p99 reveal latency, error rate under the cap); it runs against the backplane-backed multi-instance topology; the captured baseline is recorded in docs/15 and referenced by docs/13; it is on-demand or scheduled, not a per-PR blocker.","TIER 2 pre-launch validation (SRE recommendation - there is no measured scaling number behind the HA claims). Depends on the realtime correctness work: CORE-DEP-009 (backplane), CORE-RES-006 (fail-fast), CORE-DEP-013 (affinity) and CORE-RES-008 (cross-replica eviction). Reuse the existing realtime metrics (the realtime-connections gauge and the reveal-latency histogram) as the measurement source. Keep the harness out of the per-PR CI critical path (on-demand or a dedicated scheduled job) so it does not slow every build. Record the baseline in docs/15 and cite it in the docs/13 scaling guidance. Use a load tool that adds no shipped runtime dependency."
CORE-OBS-012,Worker and Health Observability Completeness,Add distributed tracing to the worker,livecore-platform,"The worker emits OpenTelemetry traces (ActivitySource plus OTLP exporter) for each background loop iteration and the irreversible data operations (retention purge, asset cleanup, export, recap, store reconciliation); tracing activates only when Tracing:Otlp:Endpoint is configured (parity with the API); spans carry the loop name and outcome; no PII in span attributes (T7).","Unit/integration: with an OTLP endpoint configured the worker produces a span per loop run with the expected name and attributes; with no endpoint configured no exporter is wired; assert no content/PII attribute names are emitted.","TIER 2 MAJOR (SRE finding: no ActivitySource/TracerProvider/OTLP anywhere under apps/worker, so the host doing irreversible purge/cleanup/export work produces zero spans even when the API is configured for tracing). Mirror the API tracing wiring. Update docs/15 (worker tracing) and the observability assets if needed."
CORE-OBS-013,Worker and Health Observability Completeness,Add a worker readiness gate and production-config backstop,livecore-platform,"The worker is not vacuously healthy: with zero active loops or a missing required dependency (for example no database in a production environment) it does not advertise healthy; the worker has a readiness signal distinct from per-loop liveness; a production-config validation (parity with the API ProductionConfigurationValidator) refuses to start or reports not-ready when misconfigured.","Unit: a worker with zero registered/active loops or a missing required dependency reports not-ready/unhealthy (not vacuously live); a correctly configured worker reports healthy. Reuse WorkerJobHeartbeats (WorkerJobHeartbeats.cs ~97-111) and WorkerHostFactory (WorkerHostFactory.cs ~150-168).","TIER 2 MAJOR (SRE finding: the worker is vacuously healthy with zero active loops and has no production-config backstop equivalent to the API). Update docs/13 and docs/15. Pairs with CORE-OBS-012."
CORE-OBS-014,Worker and Health Observability Completeness,Make the object-storage readiness probe fail closed on 403 and 5xx,livecore-platform,"The object-storage readiness probe reports not ready when the backend answers with an auth error (403) or a server error (5xx), not only on a transport failure; reachable-but-broken storage (for example expired credentials) takes the host out of rotation; the semantics match the OIDC probe (fail-closed); reads only run when storage is configured.","Unit: the probe is not-ready on a simulated 403 and on a 5xx, ready on a healthy ListBuckets and not-run when unconfigured. Reuse ObjectStorageReadinessProbe (ObjectStorageReadinessProbe.cs ~44-66).","TIER 2 MAJOR (SRE finding: the probe currently fails open on any HTTP answer including 403/5xx, since only status 0 marks not-ready, so a host where every asset op fails stays Ready, inconsistent with the OIDC probe which fails closed). Update docs/15."
CORE-OBS-015,Worker and Health Observability Completeness,Close the worker alerting gaps,livecore-platform,"Prometheus alerts exist for direct worker job failures (livecore_job_failures_total) and for a reveal-latency regression; the job-backlog signal is either a true queue-depth gauge or its batch-cap limitation is documented and the alert adjusted so a steadily-growing backlog is detected; every alerting series stays documented so the observability-assets drift gate stays green.","observability-assets CI job (promtool check rules plus test-observability-assets.ps1): the new alerts parse and reference only documented or recorded series; the backlog alert no longer false-passes on a growing-but-touching-zero backlog (fixture).","TIER 3 MINOR (SRE finding: no direct alert on livecore_job_failures_total; reveal-latency and job-duration are dashboard-only; livecore_job_backlog is a batch-capped per-sweep count, LiveCoreMetrics.cs ~182-185, so the backlog alert is coarse). Update deploy/observability/prometheus/rules/livecore.rules.yml, the Grafana dashboard and docs/15."
CORE-ARCH-001,Module Boundary Enforcement,Enforce the module dependency graph with an architecture test,livecore-platform,"An automated architecture test asserts the allowed inter-module dependency graph of the modular monolith and fails when a module references another it must not; the allowed-edges list is explicit and reviewed; the test runs in the standard suite and therefore gates CI; existing legitimate dependencies pass.","The architecture test itself: a deliberately-introduced illegal cross-module reference fails it; the current tree passes (NetArchTest-style assertions over the compiled assembly and namespaces).","TIER 2 MAJOR (architecture finding: modules are folders/namespaces in one LiveCore.Api.csproj with no NetArchTest/ArchUnit guard; coupling is already broad, e.g. using LiveCore.Api.Persistence x121, so boundaries rest on discipline, not mechanism). Prefer NetArchTest.Rules (justify the test-only dependency in the summary) or a reflection-based test, placed in tests/LiveCore.Api.UnitTests. Capture the allowed dependency graph in docs/02 and docs/05."
CORE-TST-010,Test Signal Hardening,Collect coverage on the Postgres CI leg,livecore-platform,"The gated coverage number reflects the provider-divergent branches (xmin optimistic concurrency, advisory-lock migration, Redis/Valkey backplane) that only run on Postgres/Redis; coverage is collected on the integration-postgres leg or the gate merges that leg coverage, so those branches are no longer counted as no-ops; the floor remains blocking and is not lowered.","coverage gate logic test (test-coverage-gate.ps1) updated to cover the Postgres-leg merge; the gate stays fail-closed; the floor is unchanged or ratcheted up, never down.","TIER 3 MINOR (QA finding: ci.yml ~128 collects coverage on a runner with no Postgres/Redis, so xmin/advisory-lock/backplane branches contribute as no-ops; they run blocking in integration-postgres but are not coverage-counted, so the 92.79% understates real exercise). Update .github/workflows/ci.yml and scripts/LiveCoreCoverage.psm1 / assert-coverage.ps1. Do not lower the floor."
CORE-TST-011,Test Signal Hardening,Make provider-gated tests visibly skipped instead of silently passing,livecore-platform,"Provider-gated tests (the files using an early-return on a non-Postgres/Redis runner) report as explicitly skipped with a reason on a default local run instead of silently passing green; on the Postgres/Redis CI leg they run and assert as today.","A default local dotnet test shows these as skipped-with-reason, not passed; the integration-postgres leg runs them for real. Spot-convert e.g. MoneyPathWriteConcurrencyTests, RedisBackplanePropagationTests, MigrationAdvisoryLockTests, OptimisticConcurrencyTokenTests.","TIER 3 MINOR (QA finding: early-return hides provider-gated tests locally, so a dev sees green without knowing the Postgres/Redis assertions never ran). Use xunit Assert.Skip or a skip-reason helper. Test-only change under tests/; no production code change."
CORE-TST-012,Test Signal Hardening,Add a branch-coverage signal to the coverage report,livecore-platform,"The coverage report exposes a branch-coverage figure alongside line coverage; it is reported in CI (initially non-blocking) so an untested branch on an otherwise-covered line is visible; the line-coverage gate stays blocking; a follow-up can ratchet a branch floor once a baseline is set.","coverage tooling test: the report parses and surfaces a branch-coverage number; the existing line gate is unchanged and still fail-closed.","TIER 3 MINOR (QA finding: the gate is line-only; LiveCoreCoverage.psm1 computes LineCoveragePercent only, so a covered multi-condition if can hide an untested branch). Report-only first (the same staged report-only to blocking posture the image scan and coverage floor used). Update scripts/LiveCoreCoverage.psm1, assert-coverage.ps1 and docs/14."
CORE-STOR-001,Object Storage Backend Migration to RustFS,Replace MinIO with RustFS in the full local stack,livecore-platform,"The full local stack overlay uses RustFS (an S3-compatible, Apache-2.0-licensed object store) instead of MinIO as the default S3-compatible backend; the API and worker S3CompatibleAssetStorage connect to RustFS unchanged (no application code change beyond config and doc-comments); bucket bootstrap, credentials and endpoint are wired; the full-stack smoke (asset upload/download via pre-signed URLs and a green deep readiness probe) passes against RustFS.","compose-full-smoke CI job: the merged stack starts with RustFS, the migrate gate holds and the documented probes answer 200 including /health/ready (storage reachable); the static compose validation (test-compose-deploy.ps1) asserts the RustFS service and the api/worker wiring instead of MinIO.","TIER 1 owner-requested epic: move off MinIO to RustFS for a more permissive license (RustFS Apache-2.0 vs MinIO AGPL) and better long-term value. Storage is already S3-compatible and abstracted (IAssetStorage / S3CompatibleAssetStorage.cs), so this is an infra/compose/docs swap, not an app rewrite. Touch deploy/compose/docker-compose.full.yml (the main MinIO wiring), deploy/compose/.env.example, scripts/test-compose-deploy.ps1 and scripts/LiveCoreComposeDeploy.psm1 (they assert/parse the MinIO wiring) and the .github/workflows/ci.yml comments. Keep RustFS pinned by digest (CORE-DEP-003 supply-chain discipline). Verify RustFS S3 API parity for the operations used (put, get, pre-signed GET/PUT, list) and note any gap in the summary."
CORE-STOR-002,Object Storage Backend Migration to RustFS,Update the self-hosting and storage docs for RustFS,livecore-platform,"docs/12_STORAGE_ASSETS.md, docs/13_SELF_HOSTING_REQUIREMENTS.md, README.md, deploy/compose/README.md and examples/minimal-consumer/README.md reference RustFS as the default example S3-compatible backend; MinIO-specific console, credential or setup guidance is replaced with the RustFS equivalent; the S3-compatible contract (any S3 provider works) stays clearly stated so operators may still bring their own.","spec-consistency and docs gate and the link/structure checks stay green; no remaining MinIO setup instructions where RustFS is now the default (a grep backstop in the relevant docs).","TIER 2 owner-requested epic. Doc-focused follow-up to CORE-STOR-001. Also update the doc-comments in apps/api/Assets/AssetStorageServiceCollectionExtensions.cs and S3AssetStorageOptions.cs that name MinIO as the example provider. Keep the any-S3-compatible-store framing (ADR 0006)."
CORE-STOR-003,Object Storage Backend Migration to RustFS,Record the RustFS decision in an ADR and update attribution,livecore-platform,"A new ADR records the decision to default to RustFS over MinIO with the rationale (license: RustFS Apache-2.0 versus MinIO AGPL, plus long-term value); the ADR index lists it; THIRD-PARTY-NOTICES / csv/third_party_notices.csv and any SBOM, observability or compose references that named MinIO are updated; the license-compliance and notice drift gates stay green.","license-compliance CI job (generate-third-party-notices.ps1 check plus test-distribution-compliance.ps1) stays green; the ADR-index spec-consistency check (if any) passes.","TIER 2 owner-requested epic. New docs/adr/0015-rustfs-over-minio-object-store.md (next ADR number after 0014). Update docs/20_ADR_INDEX.md. RustFS runs as an external container (not bundled into the shipped images), so the AGPL-versus-Apache concern is about the operator stack and the default we steer them to; capture that nuance in the ADR."
CORE-SVIS-005,Vertical Adopter Consumability Completeness,Add the visibility-rule create list and read endpoints,livecore-platform,"An authoring role can create, list and read VisibilityRules for a session/scene/resource through tenant/workspace/session-scoped, fail-closed, hidden-404 endpoints; the create path enforces the same-workspace invariant for the referenced resource server-side; a participant cannot author or enumerate rules; created rules are audited.","Integration: an authoring role creates a visibility rule and lists/reads it; a foreign-tenant or unknown rule is hidden-404; a participant is denied; a rule referencing a resource from another workspace is rejected; creation is audited; negative-authorization cases fail closed.","TIER 2 consumability (PO finding: visibility-rule create/list is deliberately-absent per docs/24, but a vertical configures session-scoped visibility through it, so without an API the reveal/visibility engine cannot be driven over HTTP). Reuse the Visibility domain and the server-side enforcement engine (VisibilityPolicy) plus the existing authoring authz and hidden-404 helpers. Add routes per docs/08. Update csv/api_routes.csv, docs/08, docs/24 (move out of deliberately-absent), and IN THE SAME story add the matching @livecore/sdk-ts client method(s) and regenerate openapi/livecore-v1.json so the sdk-parity and OpenAPI drift gates stay green per commit."
CORE-EXP-002,Vertical Adopter Consumability Completeness,Add the user-data export producer (access and portability),livecore-platform,"ExportScope.UserData produces a real, role-scoped export of a data subject personal data (access and portability, GDPR Art.15/20), delivered by the existing authorized signed-URL or stream path; the export contains only the requesting/authorized subject data; tenant-scoped; audited; an unauthorized requester is denied.","Integration: a user-data export is produced and downloadable by the authorized subject/admin; it contains the subject records and no other subject data; a non-authorized requester is denied; the export is audited.","TIER 2 consumability/privacy (PO finding: ExportScope.UserData has no producer today, only workspace exports are retrievable, yet docs/25 portability rests on this). Reuse PersonalDataExportService and the CORE-EXP-001 download path. Update csv/api_routes.csv, docs/12, docs/25 and docs/24; if a new route is added, add the matching @livecore/sdk-ts method and regenerate openapi/livecore-v1.json in the same story so the sdk-parity and OpenAPI drift gates stay green."
CORE-PRS-002,Vertical Adopter Consumability Completeness,Add the participant roster and presence read endpoint,livecore-platform,"An authorized host or member can read the participant roster of a session and current presence/connection state through a tenant/workspace/session-scoped, role-projected, fail-closed endpoint; a participant sees only the roster projection allowed by visibility rules (no host-only fields, T2); foreign or unknown sessions are hidden-404.","Integration: a host reads the roster with presence; a participant gets only the participant-safe projection; a foreign-tenant or unknown session is hidden-404; a non-member is denied; presence reflects active realtime connections.","TIER 3 consumability (PO finding: no participant roster/presence read beyond what is built, but a vertical UI needs who-is-present). Reuse the Participants domain, RealtimeConnectionRegistry for presence and the server-side visibility projection. Add a GET roster/presence route per docs/08. Update csv/api_routes.csv, docs/08, docs/11, and IN THE SAME story add the matching @livecore/sdk-ts method and regenerate openapi/livecore-v1.json so the sdk-parity and OpenAPI drift gates stay green."
CORE-DX-007,Vertical Adopter Consumability Completeness,Write a vertical-adopter integration guide,livecore-platform,"A self-contained getting-started guide walks a new vertical author from installing the @livecore packages to authenticating, creating a workspace/session and driving a reveal end to end, building on examples/minimal-consumer; it states the AGPL/dual-license implication, the operator-supplied store-adapter requirement (503 until supplied) and the documented deferrals; a new adopter can succeed without reading the full spec set.","docs/link gate stays green; the example referenced by the guide builds and runs (examples/minimal-consumer is exercised by the TypeScript CI).","TIER 3 consumability (PO finding: an adopter must currently assemble the picture from the full spec set). Docs and example focused. Reference the disclosures from the PO review (npm install path, store adapters, deferrals, AGPL, operator-owned PII-at-rest and consent). Add a new adopter guide under docs, update README and examples/minimal-consumer/README.md."
CORE-REL-003,Release Cut and API Stability,Remove stale out-of-scope comments contradicting delivered scope,livecore-platform,"Code comments and docs that still say store receipts or billing are out of scope for Core v1 are corrected to match the delivered store/monetization scope; the docs/24 deferral list reflects what is actually deferred versus delivered; no behavioral change.","boundary scan and spec-consistency stay green; build and test unchanged.","TIER 3 MINOR (PO finding: stale comments, e.g. StoreNotificationReconciliation and WorkerHostFactory.cs ~40, say out of scope for Core v1, contradicted by delivered scope; cosmetic). Comment and doc only."
CORE-REL-002,Release Cut and API Stability,Document the API/SDK stability and deprecation policy and the path to 1.0,livecore-platform,"docs/23 documents the public-surface stability commitment, the pre-1.0 breaking-change posture, a concrete deprecation window length and what declaring 1.0 means (which surfaces become stable); the RFC 8594 Sunset/Deprecation header mechanism is tied to the documented window; an adopter can read one clear policy before building on the SDK.","spec-consistency and docs gate stay green; if a machine-checkable policy value is added, its check passes.","TIER 2 MAJOR (PO finding: docs/23 has SemVer rules but no dated what-1.0-means or deprecation-window-length policy, so adopters take real API-instability risk at 0.1.0). Docs-focused: docs/23_PACKAGE_VERSIONING.md, README and CHANGELOG. Pairs with CORE-REL-001."
CORE-REL-001,Release Cut and API Stability,Prepare the release cut (version bump, changelog, notices),livecore-platform,"All four @livecore packages plus the root are bumped in lockstep to the next version; the CHANGELOG Unreleased block becomes a dated, versioned entry; THIRD-PARTY-NOTICES is regenerated and current (including AWSSDK.S3 v4); the release-version and lockstep gate (assert-release-version.ps1) passes; the working tree is ready for the operator to push the v-version tag that triggers the tag-gated publish pipeline (the loop does not push).","test:versions lockstep test and the assert-release-version gate pass at the new version; the third-party NOTICE drift gate (generate-third-party-notices.ps1 check mode) is clean; the spec-consistency and contract drift gates stay green.","TIER 1 BLOCKER for consumability (PO finding B3: no git tag exists, @livecore/sdk-ts is not on npm, and a large Unreleased body has merged since 0.1.0). This story prepares everything committable; the actual git tag push (which the loop never does) is the operator final manual step, documented in CHANGELOG/README. Touch the package.json files, CHANGELOG.md (root plus per package) and THIRD-PARTY-NOTICES.md / csv/third_party_notices.csv."
